,naf,text
246,01,"Plants : plants de pépinière, bulbes, tubercules et rhizomes, boutures et greffons ; blanc de champignon"
247,01,"Plants : plants de pépinière, bulbes, tubercules et rhizomes, boutures et greffons ; blanc de champignon"
248,01,"Plants : plants de pépinière, bulbes, tubercules et rhizomes, boutures et greffons ; blanc de champignon CC : -   plants de pépinière, fruitiers, forestiers ou ornementaux plantes vertes ou fleuries, en pot ou à repiquer oignons à fleurs, bulbes, griffes et rhizomes CA : -   boutures, greffons, gazon en plaques ou en rouleaux, blanc de champignon"
249,01,PRODUITS DE L'ÉLEVAGE    
250,01,"Vaches laitières, vivantes et lait de vache, brut"
251,01,"Vaches laitières, vivantes"
252,01,"Vaches laitières, vivantes CC : - vaches laitières "
253,01,"Lait de vache, brut"
254,01,"Lait de vache, brut CC : - lait cru de vache ou de bufflonne  "
255,01,"Autres bovins et buffles, vivants et leur sperme"
256,01,"Autres bovins et buffles, vivants"
257,01,"Autres bovins et buffles, à l'exclusion des veaux, vivants CC : - bovins pour l'embouche, la boucherie, la reproduction, etc. CA : - buffles, bisons, yaks "
258,01,"Veaux et bufflons, vivants CC : - veaux à remettre, veaux de moins de six mois pour l'élevage ou la boucherie "
259,01,Sperme de taureau et de buffle 
260,01,Élevage de chevaux et d'autres équidés
261,01,"Z   Élevage de chevaux et d'autres équidés Cette sous-classe comprend : l'élevage de chevaux, d'ânes, de mulets ou de bardots "
262,01,Élevage de chameaux et d'autres camélidés
263,01,Z   Élevage de chameaux et d'autres camélidés Cette sous-classe comprend : l'élevage de chameaux et d'autres camélidés 
264,01,Élevage d'ovins et de caprins
265,01,Z   Élevage d'ovins et de caprins Cette sous-classe comprend : l'élevage d'ovins et de caprins la production de lait cru de brebis ou de chèvre la production de laine brute 
266,01,Élevage de porcins
267,01,"Z   Élevage de porcins Cette sous-classe comprend : l'élevage, hors sol ou extensif, de porcs ou sangliers "
268,01,Élevage de volailles
269,01,Z   Élevage de volailles   
270,01,Sperme de taureau et de buffle CC : - sperme de taureau et de buffle 
271,01,"Chevaux et autres équidés, vivants"
272,01,"Chevaux et autres équidés, vivants"
273,01,"Chevaux, vivants CC : - étalons, poulinières, poulains, chevaux de course, de trait, de selle ou de boucherie ; poneys CA : - le sperme d'étalon"
274,01,"Ânes, mulets et bardots, vivants CC : - ânes, mulets et bardots  "
275,01,"Chameaux et autres camélidés, vivants"
276,01,"Chameaux et autres camélidés, vivants"
277,01,"Chameaux et autres camélidés, vivants CC : - chameaux et dromadaires, lamas, alpagas, guanacos, vigognes et autres camélidés CA : - le sperme de camélidé  "
278,01,"Ovins et caprins, vivants ; lait de brebis et de chèvre brut, laine en suint et poils d'ovins et de caprins"
279,01,"Ovins et caprins, vivants"
280,01,"Ovins, vivants CC : - ovins pour la reproduction, la laine, le lait ou la viande CA : - agneaux le sperme de bélier "
281,01,"Caprins, vivants CC : - caprins pour la reproduction, le poil, le lait ou la viande CA : - chevreaux le sperme de bouc"
282,01,"Lait de brebis et de chèvre, brut"
283,01,"Lait de brebis, brut CC : - lait de brebis, brut "
284,01,"Lait de chèvre, brut CC : - lait de chèvre, brut "
285,01,Laine en suint et poils d'ovins et de caprins
286,01,Laine en suint et poils d'ovins et de caprins CC : - laine en suint
287,01,"Porcins, vivants"
288,01,"Porcins, vivants"
289,01,"Porcins, vivants CC : - truies, verrats, porcelets et sangliers CA : - le sperme de sanglier  "
290,01,Volailles vivantes et œufs
291,01,"Volailles, vivantes CC : - poussins, poules, coqs, chapons, volailles élevées pour la chair, les œufs ou le foie    Cette sous-classe comprend : l'élevage de volailles : poulets, coqs, poules, dindes, dindons, canards, oies et pintades la production d'œufs de volailles l'exploitation de couvoirs pour volailles "
292,01,"p, 01.47.24p    "
293,01,Élevage d'autres animaux
294,01,"Z   Élevage d'autres animaux Cette sous-classe comprend : l'élevage d'animaux semi-domestiqués ou d'autres animaux vivants : • autruches et émeus • autres oiseaux (à l'exception des volailles) • insectes • lapins et autres animaux à fourrure • cervidés • bisons • rennes la production de pelleteries, de peaux de reptiles ou d'oiseaux provenant de l'exploitation de fermes d'élevage la lombriculture, l'héliciculture, la production de crustacés terrestres, etc. la sériciculture et la production de cocons de vers à soie l'apiculture et la production de miel et de cire d'abeille l'élevage d'animaux de compagnie (à l'exception des poissons) : • chats et chiens • oiseaux, tels que des perruches, etc. • hamsters, etc. l'élevage d'animaux divers "
295,01,"p, 01.49.24p, 01.49.25p, 01.49.26p, 01.49.27p, 01.49.28p,"
296,01,"p, 01.49.32p, 01.49.39p   "
297,01,"Poulets, vivants CC : - poulets "
298,01,"Dindes, vivantes CC : - dindes"
299,01,"Oies, vivantes CC : - oies"
300,01,"Canards et pintades, vivants CC : - canards et pintades"
301,01,"Œufs, en coquille, frais"
302,01,"Œufs de poule, en coquille, frais CC : - œufs de poule, en coquille, frais "
303,01,"Œufs d'autres volailles, en coquille, frais CC : - œufs d'autres volailles, en coquille, frais "
304,01,"Œufs de poule, à couver CC : - œufs de poule, à couver"
305,01,"Œufs d'autres volailles, à couver CC : - œufs d'autres volailles, à couver"
306,01,Autres animaux d'élevage et produits d'origine animale
307,01,"Autres animaux d'élevage, vivants"
308,01,"Lapins d'élevage, vivants CC : - lapins d'élevage "
309,01,"Oiseaux d'élevage n.c.a., vivants CC : - oiseaux d'élevage (cailles, pigeons, faisans, oiseaux de proies, perroquets, perruches, etc.) CA : - les dindes, canards et oies sauvages"
310,01,"Reptiles d'élevage (y compris serpents et tortues), vivants CC : - tortues, serpents et autres reptiles "
311,01,"Autres animaux d'élevage n.c.a., vivants CC : -   animaux à fourrure (à l'exclusion des lapins) chats, chiens et autres animaux domestiques rennes, primates, dauphins, etc. les abeilles ou d'autres insectes, CA : -   les hybrides d'une jument et d'un zèbre les chamois, isards (Rupicapra rupicapra), antilopes-chèvres (Caprinae)"
312,01,Autres produits d'origine animale
313,01,Miel CC : - miel
314,01,Lait brut n.c.a. CC : - lait brut n.c.a. 
315,01,"Escargots, frais, réfrigérés, congelés ou surgelés, séchés ou salés, à l'exclusion des escargots de mer CC : - escargots, frais, réfrigérés, congelés ou surgelés, séchés ou salés    "
316,01,"Produits comestibles d'origine animale n.c.a. CC : - œufs de tortue, nids d'hirondelles, etc."
317,01,Cocons de vers à soie CC : - cocons de vers à soie
318,01,"Cires d'insectes et spermaceti, affinés et colorés ou non CC : - cires d'abeilles, spermaceti, etc."
319,01,Embryons animaux destinés à la reproduction CC : - embryons animaux destinés à la reproduction
320,01,"Produits non comestibles d'origine animale n.c.a. CC : - les poils fins ou grossiers, non cardés, ni peignés tels que poils d'alpaga ou de vigogne, poils de chèvre mohair ou de lapin angora"
321,01,Peaux et fourrures
322,01,"Fourrures d'élevage ou de piégeage, à l'exclusion des peaux d'agneaux CC : - fourrures de vison, zibeline, renard, chinchilla, etc. "
323,01,Peaux d'agneaux CC : - peaux d'agneaux 
324,01,"Peaux d'animaux n.c.a. (brutes ou conservées, mais non travaillées) CC : - peaux de reptiles"
325,01,CULTURE ET ÉLEVAGE ASSOCIÉS
326,01,Culture et élevage associés
327,01,"Z   Culture et élevage associés Cette sous-classe couvre la production combinée de produits végétaux et de produits animaux sans spécialisation de la production dans les produits végétaux ou dans les animaux. La dimension de l'exploitation agricole globale n'est pas un facteur déterminant. Si dans une unité donnée, la production de produits végétaux ou d'animaux est égale ou supérieure à 66 % des marges brutes standard, l'activité combinée ne doit pas être affectée à cette sous-classe, mais dans la culture ou dans l'élevage. "
328,01,"p, 01.11.42p, 01.11.43p, 01.11.49p, 01.11.50p, 01.11.61p,"
329,01,"p, 01.11.69p, 01.11.71p, 01.11.72p, 01.11.73p, 01.11.74p,"
330,01,"p, 01.11.76p, 01.11.77p, 01.11.79p, 01.11.81p, 01.11.82p,"
331,01,"p, 01.11.92p, 01.11.93p, 01.11.94p, 01.11.95p, 01.11.96p,"
332,01,"p, 01.12.10p, 01.13.11p, 01.13.12p, 01.13.13p, 01.13.14p,"
333,01,"p, 01.13.16p, 01.13.17p, 01.13.19p, 01.13.21p, 01.13.29p,"
334,01,"p, 01.13.32p, 01.13.33p, 01.13.34p, 01.13.39p, 01.13.41p,"
335,01,"p, 01.13.43p, 01.13.44p, 01.13.49p, 01.13.51p, 01.13.52p,"
336,01,"p, 01.13.54p, 01.13.59p, 01.13.60p, 01.13.71p, 01.13.72p,"
337,01,"p, 01.13.90p, 01.14.10p, 01.15.10p, 01.16.11p, 01.16.12p,"
338,01,"p, 01.19.10p, 01.19.21p, 01.19.22p, 01.19.31p, 01.19.39p,"
339,01,"p, 01.21.12p, 01.22.11p, 01.22.12p, 01.22.13p, 01.22.14p,"
340,01,"p, 01.23.11p, 01.23.12p, 01.23.13p, 01.23.14p, 01.23.19p,"
341,01,"p, 01.24.21p, 01.24.22p, 01.24.23p, 01.24.24p, 01.24.25p,"
